n = 10
Capacitate rucsac = 300

Iteratia 1 are rezultatele valide: 

pentru Cautare Aleatoare:

[0, 1, 1, 1, 0, 0, 0, 1, 1, 0], 147

[0, 1, 0, 0, 1, 1, 0, 0, 1, 0], 98

[1, 0, 1, 1, 0, 0, 1, 1, 1, 1], 231

[1, 0, 1, 0, 0, 0, 1, 1, 1, 0], 191

[1, 0, 1, 0, 0, 0, 1, 1, 0, 1], 201

[1, 1, 1, 0, 0, 1, 1, 0, 1, 0], 227

[1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 309

[1, 0, 0, 1, 0, 0, 0, 0, 0, 0], 55

[0, 0, 0, 1, 0, 0, 0, 0, 1, 1], 60

[1, 0, 1, 0, 1, 1, 1, 1, 0, 0], 226

[0, 1, 0, 1, 1, 0, 0, 0, 1, 0], 88

[1, 1, 0, 1, 1, 0, 0, 1, 1, 1], 170

[0, 1, 1, 1, 1, 1, 1, 1, 1, 0], 234

[0, 1, 1, 0, 0, 0, 0, 0, 1, 1], 160

[0, 0, 1, 0, 0, 0, 0, 1, 0, 0], 94

[0, 1, 1, 0, 1, 0, 1, 1, 1, 1], 234

[0, 0, 0, 1, 1, 0, 0, 1, 1, 0], 72

[1, 0, 0, 1, 1, 1, 1, 0, 0, 0], 142

[1, 0, 1, 1, 1, 0, 0, 0, 1, 0], 197

[1, 1, 0, 0, 0, 0, 1, 0, 1, 1], 150

[0, 0, 0, 1, 1, 0, 1, 0, 1, 0], 97

[0, 0, 1, 0, 0, 1, 1, 0, 1, 1], 189

[1, 1, 1, 1, 0, 1, 1, 1, 1, 0], 244

[1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 172

[1, 1, 0, 1, 0, 1, 0, 0, 1, 1], 148

[0, 0, 1, 1, 0, 0, 0, 0, 1, 0], 117

[1, 1, 1, 0, 1, 0, 0, 1, 0, 1], 227

[1, 0, 1, 0, 1, 0, 1, 1, 0, 0], 206

[0, 1, 0, 1, 0, 0, 0, 1, 1, 0], 60

[1, 1, 1, 0, 0, 0, 1, 0, 0, 0], 187

[0, 1, 0, 0, 0, 0, 0, 0, 1, 0], 43

[1, 1, 0, 1, 0, 1, 0, 0, 1, 1], 148

[0, 1, 1, 1, 0, 0, 0, 1, 0, 1], 157

[1, 1, 0, 1, 1, 1, 0, 0, 1, 1], 183

